BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,AGE OF THE BUILDING,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1637,R4,166 WEST 18TH STREET,10011,1,0,1,0,3495,2008,10,2,R4,"$7,150,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,794,1004,R4,130 WEST 19TH STREET,10011,1,0,1,0,1652,2005,13,2,R4,"$2,375,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,794,1010,R4,130 WEST 19TH STREET,10011,1,0,1,0,1496,2005,13,2,R4,"$2,300,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,794,1019,R4,130 WEST 19TH ST,10011,1,0,1,0,1571,2005,13,2,R4,"$2,525,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,794,1051,R4,130 WEST 19TH STREET,10011,1,0,1,0,1411,2005,13,2,R4,"$3,120,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,794,1123,R4,163 WEST 18TH STREET,10011,1,0,1,0,1051,2006,12,2,R4,"$2,350,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,795,1102,R4,130 WEST 20TH STREET,10011,1,0,1,4600,750,2008,10,2,R4,"$1,125,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,795,1111,R4,130 WEST 20 ST,10011,1,0,1,4600,555,2008,10,2,R4,"$988,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,796,1007,R4,181 7 AVENUE,10011,1,0,1,0,419,1987,31,2,R4,"$303,590",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,796,1028,R4,181 7TH AVENUE,10011,1,0,1,0,563,1987,31,2,R4,"$950,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1407,R4,146-148 WEST 22ND STREET,10011,1,0,1,0,2603,2003,15,2,R4,"$3,800,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1411,R4,146 WEST 22ND STREET,10011,1,0,1,0,1626,2003,15,2,R4,"$2,625,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1413,R4,146 WEST 22ND   STREET,10011,1,0,1,0,1620,2003,15,2,R4,"$2,850,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1608,R4,125 WEST 21 ST,10011,1,0,1,9472,992,2006,12,2,R4,"$1,560,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1708,R4,140 WEST 22ND STREET,10011,1,0,1,0,1005,1911,107,2,R4,"$1,730,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1714,R4,140 WEST 22ND STREET,10011,1,0,1,0,1005,1911,107,2,R4,"$1,760,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1716,R4,140 WEST 22ND ST,10011,1,0,1,0,872,1911,107,2,R4,"$1,482,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1718,R4,140 WEST 22ND STREET,10011,1,0,1,0,532,1911,107,2,R4,"$850,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1723,R4,140 WEST 22ND STREET,10011,1,0,1,0,909,1911,107,2,R4,"$1,480,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1725,R4,140 WEST 22ND STREET,10011,1,0,1,0,1063,1911,107,2,R4,"$1,900,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1729,R4,140 WEST 22ND   STREET,10011,1,0,1,0,909,1911,107,2,R4,"$1,565,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1801,R4,151 WEST 21ST STREET,10011,1,0,1,0,1244,2012,6,2,R4,"$2,820,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1815,R4,151 WEST 21ST STREET,10011,1,0,1,0,640,2012,6,2,R4,"$1,349,181",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1824,R4,151 WEST 21ST STREET,10011,1,0,1,0,1272,2012,6,2,R4,"$2,400,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,797,1833,R4,151 WEST 21ST STREET,10011,1,0,1,0,771,2012,6,2,R4,"$1,540,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1097,R4,170 WEST 23RD STREET,10011,1,0,1,0,576,1973,45,2,R4,"$790,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1408,R4,125 WEST 22ND STREET,10011,1,0,1,0,1685,2006,12,2,R4,"$2,400,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1411,R4,125 WEST 22ND STREET,10011,1,0,1,0,1685,2006,12,2,R4,"$1,668,150",Nov-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1429,R4,125 WEST 22ND STREET,10011,1,0,1,0,1822,2006,12,2,R4,"$2,300,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1510,R4,133 WEST 22ND STREET,10011,1,0,1,0,532,2008,10,2,R4,"$1,150,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1547,R4,133 WEST 22ND STREET,10011,1,0,1,0,894,2008,10,2,R4,"$1,650,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1710,R4,124 WEST 23RD   STREET,10011,1,0,1,4937,990,2011,7,2,R4,"$1,739,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,798,1725,R4,124 WEST 23RD STREET,10011,1,0,1,4937,1530,2011,7,2,R4,"$3,125,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1303,R4,101 WEST 24TH   STREET,10011,1,0,1,19760,830,2006,12,2,R4,"$1,490,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1360,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1242,2006,12,2,R4,"$2,900,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1402,R4,101 WEST 24TH STREET,10011,1,0,1,19760,793,2006,12,2,R4,"$1,888,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1406,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1673,2006,12,2,R4,"$4,250,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1433,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1286,2006,12,2,R4,"$2,600,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1443,R4,101 WEST 24 ST,10011,1,0,1,19760,1107,2006,12,2,R4,"$2,775,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1452,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1113,2006,12,2,R4,"$2,150,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1463,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1113,2006,12,2,R4,"$2,295,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1465,R4,101 WEST 24TH STREET,10011,1,0,1,19760,1113,2006,12,2,R4,"$2,295,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1606,R4,159 WEST 24TH STREET,10011,1,0,1,4115,745,1901,117,2,R4,"$1,325,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,800,1617,R4,159 WEST 24TH STREET,10011,1,0,1,4115,1020,1901,117,2,R4,"$1,650,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,801,1103,R4,150 WEST 26TH STREET,10001,1,0,1,6824,1742,1922,96,2,R4,"$1,905,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,801,1115,R4,150 WEST 26TH STREET,10001,1,0,1,6824,1743,1922,96,2,R4,"$2,118,000",Nov-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,802,1023,R4,144 WEST 27TH STREET,10001,1,0,1,6707,2700,1911,107,2,R4,"$2,700,000",Jun-18
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,720,1201,R1,455 WEST 22ND STREET,10011,1,0,1,0,1662,1910,108,2,R1,"$3,525,000",Aug-18
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,720,1301,R1,421 WEST 22ND   STREET,10011,1,0,1,1646,1868,1900,118,2,R1,"$3,485,000",Dec-17
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,720,1303,R1,421 WEST 22ND,10011,1,0,1,1646,445,1900,118,2,R1,"$336,022",Dec-17
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,773,1203,R1,236 WEST 24TH   STREET,10011,1,0,1,0,1285,1920,98,2,R1,"$2,067,047",Dec-17
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,790,1204,R1,133 WEST 14TH STREET,10011,1,0,1,2581,1600,1920,98,2,R1,"$2,435,000",Jun-18
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,797,1505,R1,116 WEST 22ND STREET,10011,1,0,1,0,1555,1900,118,2,R1,"$2,150,000",Aug-18
1,CHELSEA,21 OFFICE BUILDINGS                        ,4,673,1,O3,261 11TH AVENUE,10001,0,42,42,136000,1129200,1912,106,4,O3,"$880,000,000",Oct-18
1,CHELSEA,21 OFFICE BUILDINGS                        ,4,697,56,O6,536 WEST 26TH STREET,10001,0,3,3,19750,128193,2016,2,4,O6,"$257,000,000",Jul-18
1,CHELSEA,21 OFFICE BUILDINGS                        ,4,713,1,O6,75 9 AVENUE,10011,0,167,167,165200,1100533,1905,113,4,O6,"$2,397,501,899",Mar-18
1,CHELSEA,22 STORE BUILDINGS                         ,4,790,18,K9,131 WEST 14TH   STREET,10011,3,2,5,2581,11550,1920,98,4,K9,"$13,000,000",Mar-18
1,CHELSEA,22 STORE BUILDINGS                         ,4,803,31,K4,107 WEST 27TH STREET,10001,0,1,1,1975,4003,1910,108,4,K4,"$1,476,348",Nov-18
1,CHELSEA,23 LOFT BUILDINGS                          ,4,799,9,L8,163 WEST 23RD STREET,10011,0,8,8,3150,16996,1931,87,4,L8,"$18,050,000",Nov-18
1,CHELSEA,23 LOFT BUILDINGS                          ,4,799,11,L8,159 WEST 23RD   STREET,10011,6,1,7,2452,8845,1920,98,4,L8,"$7,000,000",Apr-18
1,CHELSEA,23 LOFT BUILDINGS                          ,4,799,67,L1,148 W 24TH STREET,10011,0,15,15,4937,59508,1910,108,4,L1,"$4,100,000",Aug-18
1,CHELSEA,26 OTHER HOTELS                            ,4,753,33,H8,305 WEST 29TH STREET,10001,0,1,1,2271,5260,1900,118,4,H8,"$5,700,000",Dec-17
1,CHELSEA,26 OTHER HOTELS                            ,4,753,42,H3,397 8 AVENUE,10001,0,2,2,6635,18000,1900,118,4,H3,"$27,500,000",Apr-18
1,CHELSEA,34 THEATRES                                ,4,698,10,J9,537 WEST 26TH   STREET,10001,0,2,2,13825,13825,1914,104,4,J9,"$43,980,000",Feb-18
1,CHELSEA,38 ASYLUMS AND HOMES                       ,4,764,47,N2,214 WEST 15TH STREET,10011,0,2,2,2141,4456,1910,108,4,N2,"$12,650,000",Jun-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,204,5,C7,102-104 MOTT STREET,10013,24,2,26,4749,19750,1920,98,2,C7,"$14,700,000",Jan-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,205,18,C7,174 HESTER STREET,10013,19,1,20,2561,11300,1910,108,2,C7,"$8,550,000",Feb-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,237,27,C7,127 MOTT STREET,10013,18,1,19,2500,8725,1880,138,2,C7,"$7,370,000",Mar-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,237,33,C7,185 HESTER STREET,10013,21,1,22,2456,8845,1900,118,2,C7,"$18,250,000",Jul-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,238,40,C7,116 MOTT STREET,10013,30,5,35,4467,21196,1910,108,2,C7,"$22,600,000",Sep-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,277,2,C7,77-79 MADISON STREET,10002,28,2,30,5029,21274,1918,100,2,C7,"$12,000,000",Apr-18
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS             ,2,280,10,C7,41 HENRY STREET,10002,20,1,21,2725,10860,1900,118,2,C7,"$7,000,000",Sep-18
1,CHINATOWN,08 RENTALS - ELEVATOR APARTMENTS           ,2B,171,7,D7,360 BROADWAY,10013,8,2,10,6443,31500,1900,118,2,D7,"$46,000,000",Feb-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1210,R4,101 LEONARD STREET,10013,1,0,1,10697,1963,1920,98,2,R4,"$3,225,000",Jul-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,171,1231,R4,101 LEONARD ST,10013,1,0,1,10697,1815,1920,98,2,R4,"$2,775,000",Feb-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1117,R4,376 BROADWAY,10013,1,0,1,0,595,1990,28,2,R4,"$815,000",Jan-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1408,R4,50 FRANKLIN STREET,10013,1,0,1,0,604,2007,11,2,R4,"$790,000",Jul-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1412,R4,50 FRANKLIN STREET,10013,1,0,1,0,761,2007,11,2,R4,"$1,075,000",Oct-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1418,R4,50 FRANKLIN STREET,10013,1,0,1,0,604,2007,11,2,R4,"$850,000",Sep-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,172,1462,R4,50 FRANKLIN STREET,10013,1,0,1,0,1033,2007,11,2,R4,"$1,715,000",Oct-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,206,1121,R4,123 BAXTER STREET,10013,1,0,1,10050,1061,2003,15,2,R4,"$1,315,000",May-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,235,1009,R4,136 BAXTER STREET,10013,1,0,1,0,2575,1915,103,2,R4,"$3,500,000",Dec-17
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1007,R4,179 GRAND STREET,10013,1,0,1,0,837,1990,28,2,R4,"$990,000",Dec-17
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1011,R4,179 GRAND STREET,10013,1,0,1,0,877,1990,28,2,R4,$10,Aug-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1208,R4,133 MULBERRY,10013,1,0,1,7467,1544,1920,98,2,R4,"$1,950,000",Apr-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1212,R4,133 MULBERRY STREET,10013,1,0,1,7467,1544,1920,98,2,R4,"$2,000,000",Apr-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1214,R4,133 MULBERRY STREET,10013,1,0,1,7467,1384,1920,98,2,R4,"$1,975,000",Jan-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,236,1219,R4,133 MULBERRY,10013,1,0,1,7467,1820,1920,98,2,R4,"$2,392,887",Nov-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,277,1072,R4,60 HENRY STREET,10002,1,0,1,0,425,1989,29,2,R4,"$480,000",Jun-18
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS            ,2,293,1011,R4,18 ELDRIDGE STREET,10002,1,0,1,0,715,2007,11,2,R4,"$650,000",Dec-17
1,CHINATOWN,14 RENTALS - 4-10 UNIT                     ,2A,164,43,S3,103 MOSCO STREET,10013,3,1,4,990,2913,1899,119,2,S3,"$2,895,000",Sep-18
1,CHINATOWN,14 RENTALS - 4-10 UNIT                     ,2B,236,18,S9,185 GRAND STREET,10013,6,3,9,4554,3048,1910,108,2,S9,"$13,500,000",Mar-18
1,CHINATOWN,21 OFFICE BUILDINGS                        ,4,303,19,O2,126 HESTER STREET,10002,0,8,8,1250,9157,2012,6,4,O2,"$3,750,000",Jul-18
1,CHINATOWN,21 OFFICE BUILDINGS                        ,4,303,19,O2,126 HESTER STREET,10002,0,8,8,1250,9157,2012,6,4,O2,"$1,287,812",Sep-18
1,CHINATOWN,22 STORE BUILDINGS                         ,4,196,11,K4,274 CANAL STREET,10013,0,4,4,1791,4200,1915,103,4,K4,"$8,700,000",Mar-18
1,CHINATOWN,22 STORE BUILDINGS                         ,4,300,24,K2,27 ALLEN STREET,10002,0,1,1,2202,3810,1900,118,4,K2,"$5,075,000",Aug-18
1,CHINATOWN,23 LOFT BUILDINGS                          ,4,280,29,L8,63 EAST BROADWAY,10002,3,2,5,1875,7000,1900,118,4,L8,"$5,500,000",Apr-18
1,CHINATOWN,37 RELIGIOUS FACILITIES                    ,4,206,24,M1,109 MULBERRY STREET,10013,0,1,1,5088,4440,1947,71,4,M1,"$12,800,000",Sep-18
1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,236,1201,RK,133 MULBERRY STREET,10013,0,1,1,7467,12208,1920,98,4,RK,"$8,800,000",Mar-18
1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,280,1031,RK,17 EAST BROADWAY,10002,0,1,1,4552,374,1899,119,4,RK,"$495,000",Jun-18
1,CHINATOWN,46 CONDO STORE BUILDINGS                   ,4,280,1036,RK,17 EAST BROADWAY,10002,0,1,1,4552,387,1899,119,4,RK,"$525,000",Oct-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1018,R4,233 BROADWAY,10007,1,0,1,29411,2548,1913,105,2,R4,"$7,550,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1025,R4,2 PARK PLACE,10007,1,0,1,29411,2425,1913,105,2,R4,"$7,142,600",Oct-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1026,R4,2 PARK PLACE,10007,1,0,1,29411,1294,1913,105,2,R4,"$3,018,000",Oct-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1032,R4,2 PARK PLACE,10007,1,0,1,29411,1294,1913,105,2,R4,"$4,862,143",Jun-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1106,R4,30 PARK PLACE,10007,1,0,1,29715,812,2008,10,2,R4,"$1,781,937",Nov-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1110,R4,30 PARK PLACE,10007,1,0,1,29715,733,2008,10,2,R4,"$1,713,545",Nov-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1157,R4,30 PARK PLACE,10007,1,0,1,29715,1664,2008,10,2,R4,"$4,633,037",Dec-17
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1176,R4,30 PARK PLACE,10007,1,0,1,29715,1538,2008,10,2,R4,"$4,075,000",Aug-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1186,R4,30 PARK PLACE,10007,1,0,1,29715,2213,2008,10,2,R4,"$6,100,000",Feb-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1196,R4,30 PARK PLACE,10007,1,0,1,29715,1538,2008,10,2,R4,"$4,325,000",Aug-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1213,R4,30 PARK PLACE,10007,1,0,1,29715,2803,2008,10,2,R4,"$8,454,562",Nov-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1221,R4,30 PARK PLACE,10007,1,0,1,29715,2631,2008,10,2,R4,"$7,450,000",Mar-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1245,R4,30 PARK PLACE,10007,1,0,1,29715,2631,2008,10,2,R4,"$8,075,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1247,R4,30 PARK PLACE,10007,1,0,1,29715,8299,2008,10,2,R4,"$26,642,995",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1247,R4,30 PARK PLACE,10007,1,0,1,29715,8299,2008,10,2,R4,"$26,642,995",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,123,1258,R4,30 PARK PLACE,10007,1,0,1,29715,6204,2008,10,2,R4,"$32,643,671",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,133,2002,R4,37 WARREN STREET,10007,1,0,1,0,1173,1931,87,2,R4,"$1,925,000",Sep-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,133,2009,R4,37 WARREN STREET,10007,1,0,1,0,2366,1931,87,2,R4,"$4,395,000",Nov-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,133,2018,R4,37 WARREN STREET,10007,1,0,1,0,2899,1931,87,2,R4,"$6,600,000",Nov-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1128,R4,9 MURRAY STREET,10007,1,0,1,0,2688,1900,118,2,R4,"$3,918,000",Aug-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1420,R4,25 MURRAY STREET,10007,1,0,1,16980,1611,1930,88,2,R4,"$1,995,000",Dec-17
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1428,R4,25 MURRAY STREET,10007,1,0,1,16980,1558,1930,88,2,R4,"$2,000,000",May-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,134,1483,R4,25 MURRAY STREET,10007,1,0,1,16980,2015,1930,88,2,R4,"$2,750,000",Oct-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1203,R4,270 BROADWAY,10007,1,0,1,0,2780,1910,108,2,R4,"$2,995,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1211,R4,80 CHAMBERS STREET,10007,1,0,1,0,1056,1910,108,2,R4,"$1,190,000",Sep-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,135,1218,R4,80 CHAMBERS STREET,10007,1,0,1,0,1640,1910,108,2,R4,"$2,400,005",Jun-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,146,1008,R4,100 READE STREET,10013,1,0,1,6038,905,1895,123,2,R4,"$2,085,000",Mar-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,146,1014,R4,100 READE STREET,10013,1,0,1,6038,1550,1895,123,2,R4,"$2,695,000",Jul-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1711,R4,137 DUANE STREET,10013,1,0,1,13144,5466,1915,103,2,R4,"$10,116,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,147,1714,R4,137 DUANE STREET,10013,1,0,1,13144,2166,1915,103,2,R4,"$7,050,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1010,R4,77 READE STREET,10007,1,0,1,11670,1592,2009,9,2,R4,"$2,905,500",Jun-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1013,R4,77 READE STREET,10007,1,0,1,11670,1497,2009,9,2,R4,"$2,830,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1024,R4,77 READE STREET,10007,1,0,1,11670,2691,2009,9,2,R4,"$5,400,000",Jun-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1105,R4,57 READE STREET,10007,1,0,1,0,738,2010,8,2,R4,"$1,433,000",May-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1117,R4,57 READE STREET,10007,1,0,1,0,738,2010,8,2,R4,"$1,155,000",Dec-17
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1136,R4,57 READE STREET,10007,1,0,1,0,1232,2010,8,2,R4,"$1,837,000",Aug-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1138,R4,57 READE,10007,1,0,1,0,785,2010,8,2,R4,"$1,200,000",Jul-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1157,R4,57 READE STREET,10007,1,0,1,0,909,2010,8,2,R4,"$1,470,000",Aug-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1183,R4,57 READE STREET,10007,1,0,1,0,1137,2010,8,2,R4,"$2,185,000",Apr-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,150,1310,R4,108 DUANE STREET,10007,1,0,1,4939,1265,1915,103,2,R4,"$2,350,000",Jul-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,150,1315,R4,108 DUANE STREET,10007,1,0,1,4939,2005,1915,103,2,R4,"$4,550,000",Dec-17
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1124,R4,93 WORTH STREET,10013,1,0,1,12422,475,1924,94,2,R4,"$925,000",Dec-17
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1144,R4,93 WORTH STREET,10013,1,0,1,12422,475,1924,94,2,R4,"$945,000",Jul-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1152,R4,93 WORTH STREET,10013,1,0,1,12422,1362,1924,94,2,R4,"$2,525,000",Oct-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1162,R4,93 WORTH STREET,10013,1,0,1,12422,1917,1924,94,2,R4,"$3,600,000",Jan-18
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,173,1177,R4,93 WORTH STREET,10013,1,0,1,12422,2287,1924,94,2,R4,"$4,050,000",Feb-18
