BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,AGE OF THE BUILDING,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,593,1113,R4,147 WAVERLY PLACE,10014,1,0,1,0,3429,1915,103,2,R4,"$10,500,000",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1002,R4,421 HUDSON STREET,10014,1,0,1,27622,832,1920,98,2,R4,"$1,990,000",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1032,R4,421 HUDSON STREET,10014,1,0,1,0,1279,1920,98,2,R4,"$3,125,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1041,R4,421 HUDSON STREET,10014,1,0,1,0,803,1920,98,2,R4,"$1,430,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1098,R4,421 HUDSON STREET,10014,1,0,1,0,1080,1920,98,2,R4,"$2,400,000",Aug-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1142,R4,421 HUDSON STREET,10014,1,0,1,0,1279,1920,98,2,R4,"$2,775,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1151,R4,421 HUDSON STREET,10014,1,0,1,0,1037,1920,98,2,R4,"$1,660,000",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1181,R4,37 CLARKSON STREET,10014,1,0,1,0,3813,1920,98,2,R4,"$10,691,625",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1204,R4,43 CLARKSON STREET,10014,1,0,1,0,6471,1900,118,2,R4,"$8,400,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,601,1208,R4,43 CLARKSON STREET,10014,1,0,1,0,2582,1900,118,2,R4,"$4,150,000",Sep-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,602,1004,R4,1 MORTON SQUARE,10014,1,0,1,0,1345,2002,16,2,R4,"$2,680,000",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,602,1024,R4,1 MORTON SQUARE,10014,1,0,1,0,1187,2002,16,2,R4,"$2,300,000",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,602,1059,R4,1 MORTON SQUARE,10014,1,0,1,0,1693,2002,16,2,R4,"$3,300,000",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,602,1092,R4,1 MORTON SQUARE,10014,1,0,1,0,1663,2002,16,2,R4,"$6,100,000",Nov-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,602,1101,R4,1 MORTON SQUARE,10014,1,0,1,0,1581,2002,16,2,R4,"$2,550,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1213,R4,130 WEST 12TH STREET,10011,1,0,1,0,869,1941,77,2,R4,"$2,380,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1222,R4,130 WEST 12TH   STREET,10011,1,0,1,0,2816,1941,77,2,R4,"$7,500,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1315,R4,155 WEST 11TH STREET,10011,1,0,1,0,628,2013,5,2,R4,"$1,617,819",Aug-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1329,R4,155 WEST 11TH STREET,10011,1,0,1,0,1206,2013,5,2,R4,"$3,200,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1366,R4,155 WEST 11,10011,1,0,1,0,3687,2013,5,2,R4,"$14,173,185",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1391,R4,155 WEST 11,10011,1,0,1,0,3486,2013,5,2,R4,"$15,806,473",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1438,R4,160 WEST 12TH STREET,10011,1,0,1,0,2044,2013,5,2,R4,"$5,900,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1441,R4,160 WEST 12TH STREET,10011,1,0,1,0,2539,2013,5,2,R4,"$7,450,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,607,1446,R4,160 WEST 12TH   STREET,10011,1,0,1,0,2452,2013,5,2,R4,"$7,500,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,608,1014,R4,175 WEST 12TH STREET,10011,1,0,1,0,1313,1961,57,2,R4,"$2,120,614",Oct-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,608,1135,R4,175 WEST 12TH STREET,10011,1,0,1,0,782,1961,57,2,R4,"$1,774,937",Oct-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,608,1158,R4,175 WEST 12TH STREET,10011,1,0,1,0,857,1961,57,2,R4,"$1,640,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,608,1170,R4,175 WEST 12 STREET,10011,1,0,1,0,879,1961,57,2,R4,"$1,725,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,608,1177,R4,175 WEST 12TH   STREET,10011,1,0,1,0,485,1961,57,2,R4,"$935,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1017,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,1200,1931,87,2,R4,"$1,800,000",Feb-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1017,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,1200,1931,87,2,R4,"$3,600,000",Nov-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1018,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,770,1931,87,2,R4,"$1,375,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1028,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,1210,1931,87,2,R4,"$2,780,000",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1045,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,1200,1931,87,2,R4,"$3,310,125",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1047,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,802,1931,87,2,R4,"$1,901,250",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1054,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,802,1931,87,2,R4,"$1,930,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1117,R4,45 CHRISTOPHER STREET,10014,1,0,1,0,933,1931,87,2,R4,"$3,800,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1019,R4,222 WEST 14TH STREET,10011,1,0,1,0,625,1986,32,2,R4,"$894,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1031,R4,222 WEST 14TH STREET,10011,1,0,1,0,783,1986,32,2,R4,"$1,225,000",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1032,R4,222 WEST 14TH   STREET,10011,1,0,1,0,625,1986,32,2,R4,"$716,000",Feb-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1071,R4,222 WEST 14TH STREET,10011,1,0,1,0,636,1986,32,2,R4,"$800,000",Sep-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1117,R4,222 WEST 14TH STREET,10011,1,0,1,0,743,1986,32,2,R4,"$1,350,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1420,R4,122 GREENWICH AVENUE,10011,1,0,1,10702,1441,2008,10,2,R4,"$3,400,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,618,1423,R4,122 GREENWICH AVENUE,10011,1,0,1,10702,1392,2008,10,2,R4,"$3,925,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,624,1106,R4,302 WEST 12TH   STREET,10014,1,0,1,0,444,1910,108,2,R4,"$1,350,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,624,1139,R4,302 WEST 12TH   STREET,10014,1,0,1,0,840,1910,108,2,R4,"$1,825,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,624,1142,R4,302 WEST 12TH STREET,10014,1,0,1,0,837,1910,108,2,R4,"$2,175,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,624,1147,R4,302 WEST 12TH STREET,10014,1,0,1,0,840,1910,108,2,R4,"$1,850,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,624,1192,R4,302 WEST 12TH STREET,10014,1,0,1,0,1213,1910,108,2,R4,"$4,350,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1003,R4,299 WEST 12TH,10014,1,0,1,0,1053,1930,88,2,R4,"$1,603,743",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1032,R4,299 WEST 12TH   STREET,10014,1,0,1,0,825,1930,88,2,R4,"$1,775,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1040,R4,299 WEST 12TH STREET,10014,1,0,1,0,850,1930,88,2,R4,"$2,600,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1058,R4,299 WEST 12TH STREET,10014,1,0,1,0,520,1930,88,2,R4,"$1,020,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1112,R4,299 WEST 12TH STREET,10014,1,0,1,0,397,1930,88,2,R4,"$985,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1113,R4,299 WEST 12TH STREET,10014,1,0,1,0,520,1930,88,2,R4,"$1,081,000",Sep-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1133,R4,299 WEST 12TH   STREET,10014,1,0,1,0,386,1930,88,2,R4,"$1,017,231",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1142,R4,299 WEST 12TH STREET,10014,1,0,1,0,825,1930,88,2,R4,"$2,395,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1149,R4,299 WEST 12TH   STREET,10014,1,0,1,0,821,1930,88,2,R4,"$2,950,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,625,1157,R4,299 WEST 12TH STREET,10014,1,0,1,0,520,1930,88,2,R4,"$1,235,000",Aug-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1207,R4,275 WEST 10TH   STREET,10014,1,0,1,13031,491,1895,123,2,R4,"$1,190,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1208,R4,275 WEST 10TH STREET,10014,1,0,1,13031,2861,1895,123,2,R4,"$8,200,000",Oct-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1213,R4,275 WEST 10TH STREET,10014,1,0,1,13031,2885,1895,123,2,R4,"$7,229,575",Jul-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1214,R4,275 WEST 10TH STREET,10014,1,0,1,13031,3134,1895,123,2,R4,"$8,150,000",Nov-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1216,R4,275 WEST 10TH   STREET,10014,1,0,1,13031,2932,1895,123,2,R4,"$6,962,962",Feb-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1246,R4,275 WEST 10TH STREET,10014,1,0,1,13031,702,1895,123,2,R4,"$1,210,950",Feb-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1248,R4,275 WEST 10TH STREET,10014,1,0,1,13031,630,1895,123,2,R4,"$1,635,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,631,1254,R4,275 WEST 10TH STREET,10014,1,0,1,13031,5985,1895,123,2,R4,"$34,620,500",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1222,R4,150 CHARLES STREET,10014,1,0,1,47493,541,1938,80,2,R4,"$1,400,000",Sep-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1232,R4,150 CHARLES STREET,10014,1,0,1,47493,1577,1938,80,2,R4,"$4,850,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1242,R4,150 CHARLES STREET,10014,1,0,1,47493,4031,1938,80,2,R4,"$15,000,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1244,R4,150 CHARLES STREET,10014,1,0,1,47493,2670,1938,80,2,R4,"$10,250,000",Feb-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1247,R4,150 CHARLES STREET,10014,1,0,1,47493,2182,1938,80,2,R4,"$6,300,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1251,R4,150 CHARLES STREET,10014,1,0,1,47493,2321,1938,80,2,R4,"$6,100,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1253,R4,150 CHARLES STREET,10014,1,0,1,47493,2291,1938,80,2,R4,"$8,200,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,636,1264,R4,150 CHARLES STREET,10014,1,0,1,47493,1993,1938,80,2,R4,"$6,100,000",May-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,637,1131,R4,366 WEST 11TH   STREET,10014,1,0,1,0,618,1987,31,2,R4,"$3,345,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,637,1163,R4,366 WEST 11TH STREET,10014,1,0,1,0,910,1987,31,2,R4,"$4,000,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,637,1174,R4,366 WEST 11TH   STREET,10014,1,0,1,0,624,1987,31,2,R4,"$1,500,000",Apr-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,637,1468,R4,165 CHARLES STREET,10014,1,0,1,0,678,2004,14,2,R4,"$1,550,000",Jun-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,637,1495,R4,165 CHARLES STREET,10014,1,0,1,0,864,2004,14,2,R4,"$23,700,000",Dec-17
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,640,1007,R4,400 WEST 12TH STREET,10014,1,0,1,32212,1607,2007,11,2,R4,"$4,450,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,640,1019,R4,400 WEST 12TH STREET,10014,1,0,1,32212,1440,2007,11,2,R4,"$5,750,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,640,1041,R4,400 WEST 12TH,10014,1,0,1,32212,3661,2007,11,2,R4,"$15,500,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,640,1042,R4,400 WEST 12TH STREET,10014,1,0,1,32212,4116,2007,11,2,R4,"$17,250,000",Jan-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,641,1002,R4,88 JANE STREET,10014,1,0,1,0,2722,1910,108,2,R4,"$3,500,000",Mar-18
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,641,1305,R4,385 WEST 12TH STREET,10014,1,0,1,8795,2526,2007,11,2,R4,"$8,488,000",Jan-18
1,GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT                     ,2A,527,60,S9,44 CARMINE STREET,10014,3,2,5,1480,3419,1920,98,2,S9,"$6,250,000",Dec-17
1,GREENWICH VILLAGE-WEST,14 RENTALS - 4-10 UNIT                     ,2A,625,15,S4,611 HUDSON STREET,10014,4,1,5,985,2784,1910,108,2,S4,"$5,675,000",Oct-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,527,1103,R1,46 CARMINE ST,10014,1,0,1,0,621,1920,98,2,R1,"$1,125,000",Apr-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,588,1107,R1,84 BEDFORD STREET,10014,1,0,1,1526,696,1900,118,2,R1,"$1,667,500",Sep-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,590,1001,R1,17 CORNELIA STREET,10014,1,0,1,2380,789,1910,108,2,R1,"$1,425,000",Apr-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,611,1003,R1,175 WEST 10TH STREET,10014,1,0,1,2910,12613,2015,3,2,R1,"$5,447,637",Apr-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,624,1001,R1,59 BANK STREET,10014,1,0,1,2756,1858,1981,37,2,R1,"$3,750,000",May-18
1,GREENWICH VILLAGE-WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,624,1404,R1,607 HUDSON STREET,10014,1,0,1,8185,3537,1906,112,2,R1,"$11,288,400",Jan-18
1,GREENWICH VILLAGE-WEST,23 LOFT BUILDINGS                          ,4,641,75,L8,771-775 WASHINGTON STREET,10014,0,2,2,10585,21170,1910,108,4,L8,"$89,000,000",Jun-18
1,GREENWICH VILLAGE-WEST,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC  ,4,618,1439,RA,122 GREENWICH AVENUE,10011,0,1,1,10702,110,2008,10,4,RA,"$203,650",Apr-18
1,GREENWICH VILLAGE-WEST,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC  ,4,618,1440,RA,122 GREENWICH AVENUE,10011,0,1,1,10702,207,2008,10,4,RA,"$305,475",Apr-18
1,GREENWICH VILLAGE-WEST,44 CONDO PARKING                           ,4,631,1102,RG,677 WASHINGTON STREET,10014,0,1,1,0,11955,1910,108,4,RG,"$1,825,000",Apr-18
1,GREENWICH VILLAGE-WEST,46 CONDO STORE BUILDINGS                   ,4,618,1431,RK,122 GREENWICH AVENUE,10011,0,1,1,10702,1352,2008,10,4,RK,"$31,011,000",Feb-18
1,GREENWICH VILLAGE-WEST,46 CONDO STORE BUILDINGS                   ,4,621,1101,RK,382-384 BLEECKER STREET,10014,0,1,1,0,724,1914,104,4,RK,"$9,035,503",Apr-18
1,GREENWICH VILLAGE-WEST,46 CONDO STORE BUILDINGS                   ,4,646,1004,RK,415 WEST 13TH   STREET,10014,0,1,1,0,15288,1900,118,4,RK,"$87,000,000",Mar-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1770,75,A9,2 SYLVAN COURT,10035,1,0,1,682,1512,1899,119,1,A9,"$1,325,000",Dec-17
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1905,12,A4,139 WEST 120TH STREET,10027,1,0,1,2018,4832,1901,117,1,A4,"$4,250,000",Apr-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1907,15,A9,137 WEST 122 STREET,10027,1,0,1,1682,3830,1910,108,1,A9,"$2,200,000",Nov-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1916,54,A4,154 WEST 132 STREET,10027,1,0,1,1465,2199,1910,108,1,A4,"$2,575,000",Mar-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1917,121,A9,123 WEST 132 STREET,10027,1,0,1,1699,3400,1910,108,1,A9,"$800,000",May-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1921,17,A9,137 WEST 136 STREET,10030,1,0,1,1549,3706,1910,108,1,A9,"$2,000,000",Mar-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1940,29,S1,2280 7TH AVENUE,10030,1,1,2,1197,5272,1910,108,1,S1,"$3,050,000",Jun-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,1949,154,A9,346 WEST 123 STREET,10027,1,0,1,1615,3840,1899,119,1,A9,"$1,785,000",Feb-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2024,111,A5,251 WEST 138 STREET,10030,1,0,1,1998,3933,1910,108,1,A5,"$4,000,000",Feb-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2025,2,A5,265 WEST 139 STREET,10030,1,0,1,1898,2964,1920,98,1,A5,"$3,170,000",Jul-18
1,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,2042,101,A9,102 EDGECOMBE AVENUE,10030,1,0,1,1360,3790,1899,119,1,A9,"$1,700,000",Jun-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1724,167,B3,76 WEST 127 STREET,10027,2,0,2,1666,2499,1909,109,1,B3,"$3,650,000",Nov-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1902,40,B1,112 WEST 118TH STREET,10026,2,0,2,1615,3328,1998,20,1,B1,"$3,400,000",Jul-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1912,56,B1,158 WEST 128 STREET,10027,2,0,2,1665,3544,1910,108,1,B1,"$2,950,000",Jun-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1912,155,B9,156 WEST 128 STREET,10027,2,0,2,1665,2250,1912,106,1,B9,"$999,000",Feb-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1917,126,B1,109 WEST 132 STREET,10027,2,0,2,1499,2250,1910,108,1,B1,"$3,000,000",Sep-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1927,11,B2,253 WEST 121ST STREET,10027,2,0,2,1817,2640,1910,108,1,B2,"$3,350,000",Jul-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1937,39,B9,212 WEST 132 STREET,10027,2,0,2,1765,3600,1910,108,1,B9,"$2,725,000",Sep-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1941,52,B3,244 WEST 136TH STREET,10030,2,0,2,1665,2499,1910,108,1,B3,"$1,658,592",Oct-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1947,7,B1,363 WEST 120TH STREET,10027,2,0,2,1716,3332,1901,117,1,B1,"$3,860,000",May-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2024,7,B9,259 WEST 138 STREET,10030,2,0,2,1699,3575,1910,108,1,B9,"$2,950,000",Nov-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2024,127,B9,205 WEST 138TH STREET,10030,2,0,2,1699,3468,1910,108,1,B9,"$2,375,000",Jun-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2042,26,B1,322 WEST 140TH STREET,10030,2,0,2,1499,3000,1899,119,1,B1,"$1,800,000",May-18
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,2051,141,B9,39 BRADHURST AVENUE,10030,2,0,2,1332,2960,1901,117,1,B9,"$1,700,000",Apr-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1717,48,C0,28 WEST 119 STREET,10026,3,0,3,1514,2760,1899,119,1,C0,"$2,225,000",Jun-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1718,7,C0,85 WEST 119 STREET,10026,3,0,3,1817,4440,1899,119,1,C0,"$1,800,000",Jul-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1720,4,C0,208 LENOX AVE,10027,3,0,3,1593,4934,1910,108,1,C0,"$4,590,000",Dec-17
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1725,53,C0,34 WEST 128 STREET,10027,3,0,3,2498,5200,2000,18,1,C0,"$2,236,000",Apr-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1727,48,C0,22 WEST 130 STREET,10037,3,0,3,2498,3240,1910,108,1,C0,"$700,000",May-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1828,59,C0,278 W. 113TH ST,10026,3,0,3,1867,6008,1890,128,1,C0,"$3,220,000",May-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1901,45,C0,128 WEST 117TH STREET,10026,3,0,3,2119,1480,1999,19,1,C0,"$2,100,000",Nov-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1904,38,C0,106 WEST 120 STREET,10027,3,0,3,1817,2827,1920,98,1,C0,"$3,375,000",Aug-18
1,HARLEM-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,1905,17,C0,127 WEST 120TH ST,10027,3,0,3,2119,3753,1920,98,1,C0,"$3,451,000",Aug-18
